标题,摘要,发布时间,链接
东方财富财经早餐 5月31日周五,【财经早餐】1、欧盟推迟决定是否对中国电车征反补贴税，外交部：敦促欧方尽快终止调查；2、三部门：对航空航天结构件及发动机制造相关装备等物项实施出口管制；3、全国消费品以旧换新行动工作推进电视电话会召开。,2024-05-31 05:33:11,http://finance.eastmoney.com/a/202405313091647815.html
东方财富财经早餐 5月30日周四,【财经早餐】1、国务院印发《2024—2025年节能降碳行动方案》，逐步取消各地新能源汽车购买限制；2、工信部：推动创新要素向低空产业流动，打通低空产业技术研发供给、产业转移对接通道；3、中国或将投入约60亿元用于全固态电池研发，涉及宁德时代、比亚迪等六家企业。,2024-05-30 04:25:27,http://finance.eastmoney.com/a/202405303090515949.html
东方财富财经早餐 5月29日周三,【财经早餐】习近平：促进高质量充分就业，不断增强广大劳动者的获得感幸福感安全感；广州市优化调整房地产政策措施：首套房首付最低15%，取消房贷利率下限；深圳下调个人住房贷款最低首付款比例和利率下限。,2024-05-29 05:41:22,http://finance.eastmoney.com/a/202405293089405174.html
东方财富财经早餐 5月28日周二,【财经早餐】中共中央政治局召开会议，习近平主持会议；上海楼市新政：首套房首付20%，外环内二手房放开非本市户籍单身限购；3440亿元！大基金三期神秘面纱揭晓。,2024-05-28 05:12:28,http://finance.eastmoney.com/a/202405273088232272.html
东方财富财经早餐 5月27日周一,【财经早餐】国常会审议通过《关于拓展跨境电商出口推进海外仓建设的意见》；证监会发布上市公司股东减持股份管理暂行办法、董监高股份变动管理规则；打好商品房烂尾风险处置攻坚战！李云泽最新发声。,2024-05-27 05:13:34,http://finance.eastmoney.com/a/202405263087264753.html
东方财富财经早餐 5月24日周五,【财经早餐】习近平主持召开企业和专家座谈会：紧扣推进中国式现代化主题，进一步全面深化改革；李强在河南调研：要推进种业领域创新平台建设，加强重点品种前沿性研究；中国正考虑对大排量或2.5升以上进口汽车加征关税？商务部回应。,2024-05-24 05:22:12,http://finance.eastmoney.com/a/202405233085679269.html
东方财富财经早餐 5月23日周四,【财经早餐】外交部：对美国12家军工企业及10名高级管理人员采取反制措施；英伟达：Q1财报超预期，官宣拆股计划、分红增加150%；广东省：适度超前布局低空基础设施，推动数字低空建设。,2024-05-23 05:13:57,http://finance.eastmoney.com/a/202405233084539550.html
东方财富财经早餐 5月22日周三,【财经早餐】李强对做好地方金融工作作出重要批示：坚持金融服务实体经济，推动金融高质量发展；楼市重磅！武汉打响“第一枪”！首套房首付比例降至15%，商贷利率降至3.25%；打击南京化纤等网络“精准预测”，监管火速出手：相关账户限制交易15日！,2024-05-22 05:32:03,http://finance.eastmoney.com/a/202405213083153510.html
东方财富财经早餐 5月21日周二,【财经早餐】高盛将沪深300指数12个月目标位上调至4100点；财政部：1-4月证券交易印花税收入339亿元，同比下降52.7%；上交所召开理性投资、价值投资、长期投资座谈会，系统发力推进投保工作。,2024-05-21 05:36:51,http://finance.eastmoney.com/a/202405203081778352.html
东方财富财经早餐 5月20日周一,【财经早餐】习近平：着力完善现代旅游业体系加快建设旅游强国，推动旅游业高质量发展行稳致远；北京、上海、深圳官宣！下调住房公积金贷款利率，住建部最新发声；中泰化学被ST，5月20日停牌一天。,2024-05-20 05:32:45,http://finance.eastmoney.com/a/202405193080804926.html
东方财富财经早餐 5月17日周五,【财经早餐】中俄关于深化新时代全面战略协作伙伴关系的联合声明发布；马可波罗暂缓表决，深交所有关负责人：把好发行上市准入关；北京：拟成立由市领导牵头的低空经济发展工作领导小组。,2024-05-17 05:26:59,http://finance.eastmoney.com/a/202405173079188534.html
东方财富财经早餐 5月16日周四,【财经早餐】证监会发布《证券市场程序化交易管理规定（试行）》；吴清：把“僵尸企业”、害群之马坚决清出市场；杭州市临安区：在区内收购一批商品住房用作公共租赁住房。,2024-05-16 05:52:55,http://finance.eastmoney.com/a/202405153077803843.html
东方财富财经早餐 5月15日周三,【财经早餐】商务部新闻发言人就美方发布对华加征301关税四年期复审结果发表谈话；俄罗斯总统普京将对华进行国事访问；深圳建筑设计新要求：减少公摊面积，将于近日正式发布。,2024-05-15 05:37:11,http://finance.eastmoney.com/a/202405143076428013.html
东方财富财经早餐 5月14日周二,【财经早餐】李强：高质量做好支持“两重”建设各项工作，为推进中国式现代化提供有力支撑；中美将举行人工智能政府间对话首次会议；正丹股份：自查工作已完成，公司股票及可转债于2024年5月14日（星期二）开市起复牌。,2024-05-14 05:41:41,http://finance.eastmoney.com/a/202405133074996183.html
东方财富财经早餐 5月13日周一,【财经早餐】国务院常务会议审议通过《制造业数字化转型行动方案》；北向资金今起不再披露实时成交额；证监会对浙江瑞丰达资产管理有限公司立案调查。,2024-05-13 05:31:23,http://finance.eastmoney.com/a/202405133073960861.html
东方财富财经早餐 5月10日周五,【财经早餐】同一天！杭州之后，西安全面取消楼市限购！全国仅剩6地还有限制；商务部回应美国以涉俄为由制裁中国企业；蔚蓝生物：在合成生物领域仅设立1个技术创新实验室，不具备产业化条件。,2024-05-10 05:47:30,http://finance.eastmoney.com/a/202405093071772115.html
东方财富财经早餐 5月9日周四,【财经早餐】工信部征求意见：拟引导锂电池企业减少单纯扩大产能的制造项目；商务部新闻发言人就美撤销部分企业对华为公司出口许可证答记者问；光伏企业竞相布局，0BB（无主栅）技术已成为行业降本增效的最优解？,2024-05-09 05:36:59,http://finance.eastmoney.com/a/202405083070400422.html
东方财富财经早餐 5月8日周三,【财经早餐】中法关于人工智能和全球治理的联合声明；中国央行连续第18个月增持黄金储备；全球首例自体再生胰岛移植成功，25年2型糖尿病病史患者被治愈。,2024-05-08 05:50:04,http://finance.eastmoney.com/a/202405073069057640.html
东方财富财经早餐 5月7日周二,【财经早餐】深圳市分区优化住房限购政策；八部门印发《关于加强重症医学医疗服务能力建设的意见》；正丹股份：股票及可转债严重异常波动，将停牌核查。,2024-05-07 06:03:49,http://finance.eastmoney.com/a/202405073067951815.html
东方财富财经早餐 5月6日周一,【财经早餐】中央政治局会议提出统筹研究“消化存量房产”的政策措施；沪深交易所正式发布修订后的《股票上市规则》；北京市发布关于优化调整住房限购政策的通知。,2024-05-06 05:20:43,http://finance.eastmoney.com/a/202405063066598471.html
东方财富财经早餐 4月30日周二,【财经早餐】习近平将对法国、塞尔维亚、匈牙利进行国事访问；两部门印发《数字经济2024年工作要点》：适度超前布局数字基础设施；马斯克访华后中国会否允许特斯拉完全自动驾驶在国内运行？外交部回应。,2024-04-30 06:13:46,http://finance.eastmoney.com/a/202404293064204294.html
东方财富财经早餐 4月29日周一,【财经早餐】习近平会见美国国务卿布林肯；李强会见美国特斯拉公司首席执行官马斯克；四部门联合召开大规模设备更新和消费品以旧换新金融工作推进会。,2024-04-29 05:32:21,http://finance.eastmoney.com/a/202404283062857088.html
东方财富财经早餐 4月26日周五,【财经早餐】国务院报告显示：集中力量打造金融业“国家队”，推动头部证券公司做强做优；国联证券：正筹划通过发行A股方式收购民生证券，股票停牌；《北京市算力基础设施建设实施方案》正式印发 。,2024-04-26 06:09:04,http://finance.eastmoney.com/a/202404263060084054.html
东方财富财经早餐 4月25日周四,【财经早餐】美参议院通过涉TikTok法案，外交部发言人回应；商务部就欧盟突击检查中国企业在欧办公室答问；长城汽车：一季度净利润同比增长1752.55%。,2024-04-25 05:34:26,http://finance.eastmoney.com/a/202404253058320770.html
东方财富财经早餐 4月24日周三,【财经早餐】习近平主持召开新时代推动西部大开发座谈会；美国正考虑对中国金融机构和其他实体实施制裁？外交部回应；天齐锂业：预计一季度净亏损36亿元-43亿元。,2024-04-24 05:18:51,http://finance.eastmoney.com/a/202404243056580753.html
东方财富财经早餐 4月23日周二,【财经早餐】国务院以“进一步深化资本市场改革，促进资本市场平稳健康发展”为主题进行专题学习；财政部：根据项目分配情况，及时启动超长期特别国债发行工作；北京房贷新政：离婚不满一年但名下无房，4月23日起执行首套房贷利率。,2024-04-23 05:29:29,http://finance.eastmoney.com/a/202404223054673923.html
东方财富财经早餐 4月22日周一,【财经早餐】证监会：调降基金股票交易佣金费率，降低基金管理人证券交易佣金分配比例上限；证监会发布《资本市场服务科技企业高水平发展的十六项措施》；证监会发布5项资本市场对港合作措施：支持行业龙头赴港上市。,2024-04-22 05:44:34,http://finance.eastmoney.com/a/202404213053277148.html
东方财富财经早餐 4月19日周五,【财经早餐】央行：未来货币政策还有空间，将择机用好储备工具；商务部就美宣布对中国钢铝产品限制措施答记者问；高新发展：终止收购四川华鲲振宇智能科技有限责任公司70%股权。,2024-04-19 06:41:17,http://finance.eastmoney.com/a/202404193051128164.html
东方财富财经早餐 4月18日周四,【财经早餐】国家发改委：加快推动超长期特别国债等举措落地，加强预期引导、增强市场信心；商务部新闻发言人就美对华发起301调查发表谈话；华为Pura70第一批现货已到总代，部分经销商也已完成打款。,2024-04-18 05:46:06,http://finance.eastmoney.com/a/202404183049443991.html
东方财富财经早餐 4月17日周三,【财经早餐】习近平会见德国总理朔尔茨；首批进驻17家单位！二十届中央第三轮巡视开始进驻；证监会就分红和退市有关问题答问：“退市规则修改主要针对小盘股”纯属误读。,2024-04-17 05:47:44,http://finance.eastmoney.com/a/202404163047191120.html
东方财富财经早餐 4月16日周二,【财经早餐】央行召开金融稳定工作会议：要有力有序有效处置存量风险，遏制增量风险；昔日明星基金经理蔡嵩松涉受贿，案件近日已开庭；宁德时代：一季度净利润105.1亿元，同比增长7%。,2024-04-16 05:50:40,http://finance.eastmoney.com/a/202404153044915469.html
东方财富财经早餐 4月15日周一,【财经早餐】中国资本市场迎来第三个“国九条”；证监会就《证券市场程序化交易管理规定》等6项制度规则征求意见；商务部等14部门印发《推动消费品以旧换新行动方案》。,2024-04-15 05:36:43,http://finance.eastmoney.com/a/202404153043370038.html
东方财富财经早餐 4月12日周五,【财经早餐】国家发改委：消费品以旧换新文件已印好，可能未来几天就会正式出台；融券池暂停不到一日，头部券商重新投放部分券源；工信部：大力发展基于大模型的智能装备、软件等智能产品。,2024-04-12 05:48:25,http://finance.eastmoney.com/a/202404123041345697.html
东方财富财经早餐 4月11日周四,【财经早餐】七部门发布关于进一步强化金融支持绿色低碳发展的指导意见；欧盟将调查中国风力涡轮机供应商，外交部：保护主义不解决自身问题；美国3月CPI数据高于预期，6月降息希望基本破灭。,2024-04-11 05:50:10,http://finance.eastmoney.com/a/202404103039553970.html
东方财富财经早餐 4月10日周三,【财经早餐】工信部等七部门联合印发《推动工业领域设备更新实施方案》；耶伦称美政府将推动中方改变对美就业构成威胁的产业政策，外交部回应；券商突发“降息”！客户保证金活期存款年利率调整为0.2%。,2024-04-10 06:01:29,http://finance.eastmoney.com/a/202404093037962852.html
东方财富财经早餐 4月9日周二,【财经早餐】李强主持召开经济形势专家和企业家座谈会；财政部就耶伦访华答问：中美达成新的共识成果；证监会年度预算计划：IPO检查比例不低于25%。,2024-04-09 05:53:16,http://finance.eastmoney.com/a/202404083036547376.html
东方财富财经早餐 4月8日周一,【财经早餐】李强会见美国财政部长耶伦；央行设立科技创新和技术改造再贷款，支持科技创新、技术改造和设备更新；商务部部长王文涛主持召开在欧中资电动汽车企业圆桌会。,2024-04-08 06:16:23,http://finance.eastmoney.com/a/202404083035420616.html
东方财富财经早餐 4月3日周三,【财经早餐】习近平同美国总统拜登通电话；国家数据局：统筹推进城市算力网建设，推动新能源汽车融入新型电力系统；三部门修订印发《“十四五”积极应对人口老龄化工程和托育建设实施方案》。,2024-04-03 05:44:45,http://finance.eastmoney.com/a/202404023032958737.html
东方财富财经早餐 4月2日周二,【财经早餐】三部门：组织开展“千乡万村驭风行动”，推动构建风电开发利用新格局；国家金融监管总局四川监管局：同意四川信托破产；上市公司再融资监管趋严！上交所：中介机构应核查超过五年的前次募资变更情况 。,2024-04-02 06:04:02,http://finance.eastmoney.com/a/202404023031710111.html
东方财富财经早餐 4月1日周一,【财经早餐】国资委确定首批启航企业，加快发展新质生产力；商务部新闻发言人就美国修订半导体出口管制措施有关问题答记者问；3月份中国制造业采购经理指数为50.8%，重回扩张区间。,2024-04-01 06:21:18,http://finance.eastmoney.com/a/202404013030500641.html
东方财富财经早餐 3月29日周五,【财经早餐】李强：扎实推动大规模设备更新和消费品以旧换新；中荷商务部门负责人就光刻机输华等议题交换意见；起售价21.59万元，小米汽车首款产品SU7价格公布。,2024-03-29 05:40:44,http://finance.eastmoney.com/a/202403283028263169.html
东方财富财经早餐 3月28日周四,【财经早餐】习近平会见美国工商界和战略学术界代表；四部门印发《通用航空装备创新应用实施方案》；北京楼市大消息！“离异3年内不得京内购房”文件被废止。,2024-03-28 05:28:51,http://finance.eastmoney.com/a/202403273026507097.html
东方财富财经早餐 3月27日周三,【财经早餐】证监会：铲除资本市场腐败问题产生的土壤和条件，强化惩治腐败高压态势；工信部：加快发展新质生产力，前瞻布局人工智能、量子科技等未来产业；比亚迪：2023年净利润300.4亿，同比增长80.72%。,2024-03-27 05:14:06,http://finance.eastmoney.com/a/202403273025047925.html
东方财富财经早餐 3月26日周二,【财经早餐】潘功胜：房地产市场已出现一些积极信号，长期健康稳定发展具有坚实的基础；美国企业对特定光纤连接器、适配器、跨接电缆、跳线以及下游产品提起337调查申请；网传公募基金被要求不得参与游资炒作标的，业内回应：不实消息。,2024-03-26 05:33:27,http://finance.eastmoney.com/a/202403263023516552.html
东方财富财经早餐 3月25日周一,【财经早餐】国常会：进一步优化房地产政策，系统谋划相关支持政策；李强出席中国发展高层论坛2024年年会开幕式并发表主旨演讲；发改委主任：开辟量子技术、生命科学等新赛道，开展人工智能+的行动。,2024-03-25 05:56:32,http://finance.eastmoney.com/a/202403253022152122.html
东方财富财经早餐 3月22日周五,【财经早餐】联合国大会通过首个有关人工智能的决议草案；美国考虑制裁与华为相关中国芯片公司，商务部回应；六部门印发通知：明确预制菜范围，不允许添加防腐剂，严把原料关。,2024-03-22 06:26:16,http://finance.eastmoney.com/a/202403213019923233.html
东方财富财经早餐 3月21日周四,【财经早餐】美联储维持利率不变，鲍威尔：政策利率可能已达峰值，在今年某个时候降息；习近平主持召开新时代推动中部地区崛起座谈会；深交所摸底A股个人投资者状况。,2024-03-21 05:55:05,http://finance.eastmoney.com/a/202403213018686493.html
东方财富财经早餐 3月20日周三,【财经早餐】国办印发《扎实推进高水平对外开放更大力度吸引和利用外资行动方案》；民航局：切实提高推动低空经济发展的能力和水平；日本央行17年来首次加息，负利率时代终结。,2024-03-20 06:03:20,http://finance.eastmoney.com/a/202403203017260241.html
东方财富财经早餐 3月19日周二,【财经早餐】证监会拟对许家印采取终身证券市场禁入，罚款4700万元，恒大地产被罚41.75亿；央企新能源汽车单独考核方案即将出台，鼓励开展投资并购；英伟达CEO黄仁勋宣布推出新一代AI芯片Blackwell GPU。,2024-03-19 05:22:40,http://finance.eastmoney.com/a/202403183015795728.html
东方财富财经早餐 3月18日周一,【财经早餐】证监会集中发布四项“两强两严”政策文件；转融券T+1通关测试完成，今日正式落地；央行：前两月新增信贷6.37万亿，社融增量8.06万亿，M2增长8.7%。,2024-03-18 05:19:28,http://finance.eastmoney.com/a/202403183014504231.html
东方财富财经早餐 3月15日周五,【财经早餐】央行：综合运用多种货币政策工具，保持流动性合理充裕；国新办15日下午举行新闻发布会，证监会副主席李超将答记者问；美国前财长姆努钦：正在组建投资人团体，以尝试收购TikTok。,2024-03-15 05:35:05,http://finance.eastmoney.com/a/202403143012523529.html
东方财富财经早餐 3月14日周四,【财经早餐】李强在北京调研：加快提升算力水平，大力开展“人工智能+”行动；暂停转融通借入证券实时可用业务通关测试将于3月16日进行；国务院日前印发《推动大规模设备更新和消费品以旧换新行动方案》。,2024-03-14 06:17:20,http://finance.eastmoney.com/a/202403143011340926.html
东方财富财经早餐 3月13日周三,【财经早餐】国常会：讨论通过《国务院2024年重点工作分工方案》；价格即将揭晓！雷军官宣小米汽车28号正式发布；首只规模超过2000亿元的股票ETF已经诞生。,2024-03-13 05:48:37,http://finance.eastmoney.com/a/202403133009961280.html
东方财富财经早餐 3月12日周二,【财经早餐】金融监管总局：正在研究降低乘用车贷款首付比；比特币续创新高。,2024-03-12 05:23:48,http://finance.eastmoney.com/a/202403113008262916.html
东方财富财经早餐 3月11日周一,【财经早餐】住建部部长：对于严重资不抵债、失去经营能力的房企，该破产破产、该重组重组；国网将放开95%消纳红线？多家央国企回应；司美格鲁肽将于年内在中国获批用于减肥。,2024-03-11 05:24:57,http://finance.eastmoney.com/a/202403103007214840.html
东方财富财经早餐 3月8日周五,【财经早餐】习近平：强化使命担当，深化改革创新，全面提升新兴领域战略能力；银行发文明确：在广州放售/放租两套买第三套房可按首套房执行；半导体巨头大消息！阿斯麦拟迁往其他国家。,2024-03-08 05:57:20,http://finance.eastmoney.com/a/202403073005282666.html
东方财富财经早餐 3月7日周四,【财经早餐】吴清：一旦市场出现非理性剧烈震荡，该出手时要果断出手；央行行长潘功胜：后续仍有降准空间；国家发改委：初步估算设备更新将会是一个5万亿元以上的巨大市场。,2024-03-07 05:55:11,http://finance.eastmoney.com/a/202403073004092626.html
东方财富财经早餐 3月6日周三,【财经早餐】习近平在参加江苏代表团审议时强调，因地制宜发展新质生产力；国务院国资委：对3家中央汽车企业的新能源汽车业务单独考核；媒体：AMD对华销售“特供版”芯片受阻，须获得许可才能出口。,2024-03-06 06:54:26,http://finance.eastmoney.com/a/202403053002832483.html
东方财富财经早餐 3月5日周二,【财经早餐】今年全国两会产业政策或聚焦新质生产力、数字经济、清洁能源等；沪深交易所联合举办量化私募机构交易合规培训；巨头联手，500亿私募证券投资基金已具备入市条件。,2024-03-05 05:52:03,http://finance.eastmoney.com/a/202403053001584655.html
东方财富财经早餐 3月4日周一,【财经早餐】习近平：大力推动我国新能源高质量发展，为共建清洁美丽世界作出更大贡献；国常会审议通过《推动大规模设备更新和消费品以旧换新行动方案》；全国人大代表田轩：建议试点逐步恢复T+0股票交易制度。,2024-03-04 06:10:59,http://finance.eastmoney.com/a/202403033000687596.html
东方财富财经早餐 3月1日周五,【财经早餐】中共中央政治局召开会议，讨论政府工作报告；深交所召开上市公司座谈会：树牢投资者为本理念，促进新质生产力加快形成；央行：通过柜台渠道投资债市可将储蓄高效转化为债券投资，增加居民财产性收入。,2024-03-01 06:23:33,http://finance.eastmoney.com/a/202402292998746914.html
东方财富财经早餐 2月29日周四,【财经早餐】证监会资本市场法治建设座谈会：加大行政、民事和刑事立体追责力度；有媒体报道私募基金DMA业务收紧，证监会回应；摩根中证50ETF、平安中证50ETF宣布提前结束募集。,2024-02-29 06:08:45,http://finance.eastmoney.com/a/202402282997471642.html
东方财富财经早餐 2月28日周三,【财经早餐】央行召开做好金融五篇大文章工作座谈会：加大对五大重点领域资金支持；瑞银研报刷屏：中央汇金等通过ETF买入超过4100亿，短期内减持可能性不大；苹果取消探索十年之久的电动汽车项目，将团队转向生成式AI。,2024-02-28 06:39:18,http://finance.eastmoney.com/a/202402272996168849.html
东方财富财经早餐 2月27日周二,【财经早餐】李强：推动全国统一大市场建设不断取得新进展、实现新突破；加强工业领域数据安全能力建设！工信部提出11项任务；商务部部长王文涛会见美国贸易代表戴琪。,2024-02-27 06:05:40,http://finance.eastmoney.com/a/202402272995154867.html
东方财富财经早餐 2月26日周一,【财经早餐】习近平：推动新一轮大规模设备更新和消费品以旧换新，有效降低全社会物流成本；沪深交易所：加强对量化交易特别是高频交易监测分析；国常会研究更大力度吸引和利用外资的政策举措。,2024-02-26 05:44:39,http://finance.eastmoney.com/a/202402262994075774.html
